loan_id,current_balance,payment_status,days_past_due,last_payment_date,servicer_name,update_timestamp
LN-10275,397389.3,CURRENT,0,2026-07-06,Beacon Servicing Group,2026-08-26 06:44:07
LN-10276,451234.22,CURRENT,0,2026-08-12,Evergreen Capital Servicing,2026-08-26 04:44:07
LN-10277,331732.83,CURRENT,0,2026-07-23,Delta Servicing Co.,2026-08-26 13:44:07
LN-10278,91363.57,CURRENT,0,2026-08-20,Apex Mortgage Servicing,2026-08-26 08:44:07
LN-10279,518060.64,CURRENT,0,2026-08-13,Citadel Loan Partners,2026-08-26 15:44:07
LN-10280,288341.02,CURRENT,0,2026-07-10,Evergreen Capital Servicing,2026-08-25 19:44:07
LN-10281,506588.07,CURRENT,0,2026-08-19,Apex Mortgage Servicing,2026-08-25 18:44:07
LN-10282,273718.05,CURRENT,0,2026-07-19,Apex Mortgage Servicing,2026-08-26 09:44:07
LN-10283,191969.06,CURRENT,0,2026-07-11,Evergreen Capital Servicing,2026-08-26 07:44:07
LN-10284,212168.7,CURRENT,0,2026-08-11,Evergreen Capital Servicing,2026-08-26 13:44:07
LN-10285,102768.17,CURRENT,0,2026-07-27,Evergreen Capital Servicing,2026-08-25 17:44:07
LN-10286,436644.21,CURRENT,0,2026-07-02,Beacon Servicing Group,2026-08-25 22:44:07
LN-10287,0,PAID_OFF,0,2026-06-27,Evergreen Capital Servicing,2026-08-26 03:44:07
LN-10288,110516.11,CURRENT,0,2026-06-30,Evergreen Capital Servicing,2026-08-26 15:44:07
LN-10289,467522.26,CURRENT,0,2026-06-28,Beacon Servicing Group,2026-08-26 16:44:07
LN-10290,127948.08,CURRENT,0,2026-07-26,Citadel Loan Partners,2026-08-25 23:44:07
LN-10291,394723.44,CURRENT,0,2026-07-22,Evergreen Capital Servicing,2026-08-26 03:44:07
LN-10292,191829.39,CURRENT,0,2026-08-15,Beacon Servicing Group,2026-08-26 09:44:07
LN-10293,306557.79,CURRENT,0,2026-08-17,Apex Mortgage Servicing,2026-08-26 13:44:07
LN-10294,61476.56,CURRENT,0,2026-06-28,Beacon Servicing Group,2026-08-26 04:44:07
LN-10295,461837.48,CURRENT,0,2026-08-04,Apex Mortgage Servicing,2026-08-26 12:44:07
LN-10296,179683.36,CURRENT,0,2026-08-07,Citadel Loan Partners,2026-08-26 16:44:07
LN-10297,47330.64,CURRENT,0,2026-07-18,Citadel Loan Partners,2026-08-25 19:44:07
LN-10298,336031.32,DELINQUENT_30,30,2026-07-12,Delta Servicing Co.,2026-08-26 02:44:07
LN-10299,226596.62,CURRENT,0,2026-07-17,Apex Mortgage Servicing,2026-08-25 22:44:07
LN-10300,491771.72,DELINQUENT_30,30,2026-08-07,Beacon Servicing Group,2026-08-25 23:44:07
LN-10301,78292.4,CURRENT,0,2026-07-13,Citadel Loan Partners,2026-08-25 23:44:07
LN-10302,465172.84,CURRENT,0,2026-08-19,Evergreen Capital Servicing,2026-08-25 22:44:07
LN-10303,104833.38,CURRENT,0,2026-07-13,Citadel Loan Partners,2026-08-26 14:44:07
LN-10304,146614.67,CURRENT,0,2026-08-04,Delta Servicing Co.,2026-08-25 17:44:07
LN-10305,192156.57,CURRENT,0,2026-07-22,Beacon Servicing Group,2026-08-26 03:44:07
LN-10306,487507.32,CURRENT,0,2026-08-15,Delta Servicing Co.,2026-08-26 04:44:07
LN-10307,148801.88,CURRENT,0,2026-07-30,Citadel Loan Partners,2026-08-26 09:44:07
LN-10308,387999.49,CURRENT,0,2026-08-16,Delta Servicing Co.,2026-08-26 11:44:07
LN-10309,464951.03,DELINQUENT_90,90,2026-08-01,Beacon Servicing Group,2026-08-25 18:44:07
LN-10310,220000.0,CURRENT,0,2026-07-06,Beacon Servicing Group,2026-08-26 05:44:07
LN-10311,300568.02,CURRENT,0,2026-08-05,Apex Mortgage Servicing,2026-08-26 11:44:07
LN-10312,0,PAID_OFF,0,2026-06-27,Citadel Loan Partners,2026-08-26 02:44:07
LN-10313,191181.18,CURRENT,0,2026-08-02,Evergreen Capital Servicing,2026-08-26 16:44:07
LN-10314,94910.88,CURRENT,0,2026-08-03,Citadel Loan Partners,2026-08-26 12:44:07
LN-10315,269511.75,CURRENT,0,2026-07-25,Evergreen Capital Servicing,2026-08-26 02:44:07
LN-10316,331473.16,CURRENT,0,2026-07-11,Citadel Loan Partners,2026-08-26 05:44:07
LN-10317,88345.92,CURRENT,0,2026-08-18,Beacon Servicing Group,2026-08-26 09:44:07
LN-10318,166829.65,CURRENT,0,2026-07-29,Delta Servicing Co.,2026-08-25 23:44:07
LN-10319,516358.21,CURRENT,0,2026-06-29,Delta Servicing Co.,2026-08-26 10:44:07
LN-10320,632492.0,CURRENT,0,2026-08-01,Citadel Loan Partners,2026-08-26 11:44:07
LN-10321,164301.29,CURRENT,0,2026-07-15,Citadel Loan Partners,2026-08-25 21:44:07
LN-10322,53654.09,CURRENT,0,2026-07-31,Evergreen Capital Servicing,2026-08-26 11:44:07
LN-10323,119393.68,CURRENT,0,2026-08-20,Beacon Servicing Group,2026-08-26 00:44:07
LN-10324,211096.54,CURRENT,0,2026-07-06,Citadel Loan Partners,2026-08-26 00:44:07
LN-10325,334364.4,CURRENT,0,2026-07-13,Apex Mortgage Servicing,2026-08-26 01:44:07
LN-10326,57687.77,CURRENT,0,2026-08-14,Citadel Loan Partners,2026-08-25 19:44:07
LN-10327,626966.31,CURRENT,0,2026-07-19,Delta Servicing Co.,2026-08-26 13:44:07
LN-10328,142899.39,CURRENT,0,2026-06-30,Delta Servicing Co.,2026-08-26 13:44:07
LN-10329,371085.02,CURRENT,0,2026-07-10,Evergreen Capital Servicing,2026-08-26 10:44:07
LN-10330,303580.91,CURRENT,0,2026-07-20,Delta Servicing Co.,2026-08-26 06:44:07
LN-10331,446087.8,CURRENT,0,2026-07-28,Beacon Servicing Group,2026-08-26 14:44:07
LN-10332,685733.82,CURRENT,0,2026-08-07,Citadel Loan Partners,2026-08-26 06:44:07
LN-10333,183889.51,CURRENT,0,2026-07-15,Citadel Loan Partners,2026-08-26 02:44:07
LN-10334,337377.48,CURRENT,0,2026-06-30,Evergreen Capital Servicing,2026-08-26 01:44:07
LN-10335,502807.06,CURRENT,0,2026-07-05,Beacon Servicing Group,2026-08-25 18:44:07
LN-10336,457727.78,CURRENT,0,2026-07-09,Apex Mortgage Servicing,2026-08-25 23:44:07
LN-10337,237758.95,CURRENT,0,2026-07-25,Evergreen Capital Servicing,2026-08-25 18:44:07
LN-10338,152286.67,DELINQUENT_120,120,2026-07-09,Citadel Loan Partners,2026-08-26 06:44:07
LN-10339,286916.09,CURRENT,0,2026-07-13,Delta Servicing Co.,2026-08-26 01:44:07
LN-10340,474341.09,CURRENT,0,2026-08-21,Citadel Loan Partners,2026-08-25 18:44:07
LN-10341,57804.96,CURRENT,0,2026-07-08,Beacon Servicing Group,2026-08-26 10:44:07
LN-10342,480066.78,CURRENT,0,2026-07-28,Apex Mortgage Servicing,2026-08-26 04:44:07
LN-10343,163244.15,CURRENT,0,2026-08-09,Beacon Servicing Group,2026-08-26 12:44:07
LN-10344,48813.32,CURRENT,0,2026-08-06,Citadel Loan Partners,2026-08-25 22:44:07
LN-10345,424556.21,CURRENT,0,2026-08-16,Beacon Servicing Group,2026-08-26 11:44:07
LN-10346,361155.71,CURRENT,0,2026-07-09,Evergreen Capital Servicing,2026-08-26 08:44:07
LN-10347,428924.14,DELINQUENT_30,30,2026-08-01,Beacon Servicing Group,2026-08-26 07:44:07
LN-10348,0.0,PAID_OFF,0,2026-07-13,Evergreen Capital Servicing,2026-08-25 19:44:07
LN-10349,198274.56,CURRENT,0,2026-06-28,Beacon Servicing Group,2026-08-26 00:44:07
LN-10350,147838.58,DELINQUENT_30,30,2026-06-27,Delta Servicing Co.,2026-08-26 12:44:07
LN-10351,180047.02,CURRENT,0,2026-07-19,Evergreen Capital Servicing,2026-08-26 01:44:07
LN-10352,237720.1,CURRENT,0,2026-08-09,Apex Mortgage Servicing,2026-08-26 15:44:07
LN-10353,496248.35,CURRENT,0,2026-08-14,Evergreen Capital Servicing,2026-08-26 10:44:07
LN-10354,268941.76,CURRENT,0,2026-07-07,Beacon Servicing Group,2026-08-25 23:44:07
LN-10355,454413.11,CURRENT,0,2026-07-31,Beacon Servicing Group,2026-08-26 09:44:07
LN-10356,548422.21,CURRENT,0,2026-07-13,Apex Mortgage Servicing,2026-08-26 12:44:07
LN-10357,265472.05,CURRENT,0,2026-08-21,Evergreen Capital Servicing,2026-08-26 14:44:07
LN-10358,291098.92,CURRENT,0,2026-08-02,Evergreen Capital Servicing,2026-08-26 01:44:07
LN-10359,666231.03,CURRENT,0,2026-08-19,Citadel Loan Partners,2026-08-25 20:44:07
LN-10360,292028.32,CURRENT,0,2026-07-19,Citadel Loan Partners,2026-08-26 12:44:07
LN-10361,436212.73,CURRENT,0,2026-07-25,Citadel Loan Partners,2026-08-26 00:44:07
LN-10362,616736.04,CURRENT,0,2026-07-07,Beacon Servicing Group,2026-08-26 14:44:07
LN-10363,251960.69,CURRENT,0,2026-08-21,Beacon Servicing Group,2026-08-26 05:44:07
LN-10364,82365.34,CURRENT,0,2026-06-29,Apex Mortgage Servicing,2026-08-25 18:44:07
LN-10365,327718.42,CURRENT,0,2026-07-23,Citadel Loan Partners,2026-08-26 16:44:07
LN-10366,468041.44,CURRENT,0,2026-07-31,Apex Mortgage Servicing,2026-08-25 17:44:07
LN-10367,239338.38,CURRENT,0,2026-07-29,Beacon Servicing Group,2026-08-26 16:44:07
LN-10368,141289.03,CURRENT,0,2026-08-09,Beacon Servicing Group,2026-08-25 20:44:07
LN-10369,190003.1,CURRENT,0,2026-08-21,Apex Mortgage Servicing,2026-08-26 15:44:07
LN-10370,614543.3,CURRENT,0,2026-07-18,Citadel Loan Partners,2026-08-25 18:44:07
LN-10371,145815.16,CURRENT,0,2026-07-07,Beacon Servicing Group,2026-08-26 09:44:07
LN-10372,170884.82,DELINQUENT_30,30,2026-07-25,Apex Mortgage Servicing,2026-08-26 12:44:07
LN-10373,178394.29,CURRENT,0,2026-08-15,Delta Servicing Co.,2026-08-26 01:44:07
LN-10374,641676.6,CURRENT,0,2026-07-21,Delta Servicing Co.,2026-08-26 12:44:07
LN-10375,251819.92,DELINQUENT_30,30,2026-07-17,Citadel Loan Partners,2026-08-26 13:44:07
LN-10376,266207.71,CURRENT,0,2026-07-25,Evergreen Capital Servicing,2026-08-25 18:44:07
LN-10377,154609.61,CURRENT,0,2026-06-30,Apex Mortgage Servicing,2026-08-26 12:44:07
LN-10378,332868.55,CURRENT,0,2026-07-04,Evergreen Capital Servicing,2026-08-26 03:44:07
LN-10379,311276.02,CURRENT,0,2026-07-25,Citadel Loan Partners,2026-08-26 15:44:07
LN-10380,301427.42,CURRENT,0,2026-06-27,Citadel Loan Partners,2026-08-26 04:44:07
LN-10381,273391.47,CURRENT,0,2026-06-29,Delta Servicing Co.,2026-08-25 19:44:07
LN-10382,468700.27,DELINQUENT_120,120,2026-07-02,Delta Servicing Co.,2026-08-26 15:44:07
LN-10383,295033.7,CURRENT,0,2026-07-07,Beacon Servicing Group,2026-08-25 21:44:07
LN-10384,186465.31,CURRENT,0,2026-07-23,Citadel Loan Partners,2026-08-26 02:44:07
LN-10385,161650.94,DELINQUENT_90,90,2026-07-03,Evergreen Capital Servicing,2026-08-26 05:44:07
LN-10386,262337.04,CURRENT,0,2026-08-05,Evergreen Capital Servicing,2026-08-25 22:44:07
LN-10387,431083.6,CURRENT,0,2026-08-05,Citadel Loan Partners,2026-08-25 23:44:07
LN-10388,158724.5,CURRENT,0,2026-08-10,Delta Servicing Co.,2026-08-26 14:44:07
LN-10389,94433.38,CURRENT,0,2026-07-06,Evergreen Capital Servicing,2026-08-25 20:44:07
LN-10390,135602.93,CURRENT,0,2026-08-21,Delta Servicing Co.,2026-08-25 21:44:07
LN-10391,513364.46,CURRENT,0,2026-07-11,Citadel Loan Partners,2026-08-25 19:44:07
LN-10392,156733.99,DELINQUENT_30,30,2026-08-21,Apex Mortgage Servicing,2026-08-25 19:44:07
LN-10393,316239.26,CURRENT,0,2026-07-14,Beacon Servicing Group,2026-08-26 14:44:07
LN-10394,387339.28,CURRENT,0,2026-07-12,Apex Mortgage Servicing,2026-08-26 04:44:07
LN-10395,352004.7,CURRENT,0,2026-06-30,Citadel Loan Partners,2026-08-26 15:44:07
LN-10396,647151.67,CURRENT,0,2026-07-24,Apex Mortgage Servicing,2026-08-26 11:44:07
LN-10397,387980.36,CURRENT,0,2026-07-16,Delta Servicing Co.,2026-08-26 00:44:07
LN-10398,231347.19,CURRENT,0,2026-08-14,Delta Servicing Co.,2026-08-26 16:44:07
LN-10399,243819.71,DELINQUENT_120,120,2026-07-11,Citadel Loan Partners,2026-08-25 17:44:07
LN-10400,281649.05,CURRENT,0,2026-08-20,Beacon Servicing Group,2026-08-26 08:44:07
